group_id,experiment_id,question_id,stage_2_i,s1_mean_value,consensus_value,raters_fermi_mean,raters_number_mean,features_fermi_whitelist,features_number_whitelist,features_ff_mean,features_ff_std,features_ff_min,features_ff_25%,features_ff_50%,features_ff_75%,features_ff_max,features_ff_percentile_90
612,3,1,4,85,58,,,0.166666667,0.25,0.115072488,0.102869898,-0.060321579,0.050893698,0.093167459,0.139897439,0.534496262,0.269076557
614,3,8,1,16,40,,,0.05,0.175,0.094170535,0.117111369,-0.286634791,0.040289338,0.090327069,0.142368386,1.000000124,0.210774151
614,3,5,2,11.25,30,,,0.054054054,0.27027027,0.108061108,0.115151857,-0.169505632,0.042763023,0.10670619,0.161433726,0.99999997,0.226785509
614,3,1,3,61.75,170,,,0.130434783,0.043478261,0.098358831,0.114855359,-0.083007325,0.046393441,0.07940102,0.121881725,1.000000031,0.191992826
614,3,7,4,277.5,250,,,0.125,0.125,0.102632415,0.121427133,-0.179449731,0.029487293,0.081192783,0.141406169,0.81865854,0.239381745
615,4,7,1,166,240,,,0.089285714,0.053571429,0.10819951,0.118287163,-0.114021302,0.033940694,0.088958471,0.160689461,0.81865854,0.246592004
615,4,2,2,185.3333333,200,,,0.112903226,0.064516129,0.147886756,0.129894797,-0.08882805,0.068545177,0.128802878,0.192307818,0.999999983,0.278850494
615,4,4,3,24000,21000,,,0.14516129,0.032258065,0.09668207,0.103620759,-0.179449731,0.029863079,0.087966818,0.156955145,1.000000004,
615,4,6,4,24,15,,,0.183333333,0.233333333,0.141625054,0.129714299,-0.179449731,0.068598629,0.126164513,0.192039041,1.000000038,0.273111267
616,3,2,3,450,300,,,0,0.538461538,0.130366416,0.097609587,-0.048379746,0.072635119,0.101755124,0.169441834,0.541827852,0.280108528
616,3,4,4,4670.666667,10800,,,0.125,0.083333333,0.098986959,0.110191704,-0.179449731,0.02457801,0.086615998,0.173121166,1.000000004,
621,4,3,2,175145.25,500,,,0.317073171,0.12195122,0.12324215,0.123835738,-0.144603573,0.039362969,0.097663225,0.169281917,0.546998243,0.27550601
621,4,7,3,401.75,200,,,0.073170732,0.12195122,0.110007586,0.109467791,-0.113461968,0.041285732,0.095681403,0.159949291,0.648252922,0.237436408
